,accuser_username,subtweet_evidence,subtweet_evidence_id,subtweeter_username,alleged_subtweet,alleged_subtweet_id
875,Hegelbon,@AynRandy extreme subtweet,943338464975687680,AynRandy,LIFEHACK: you don't need to be shitting to sit on the toilet at work. they're not checking,943337813243723777
876,KeystoneTrad,@Trad_Post9002 vicious subtweet,943333496218685441,Trad_Post9002,"no offense but im not sure why i follow some of u lol... see one of your tweets &amp; just look at it like ""uh what... alright"" n keep scrollin",943326255147094016
877,TheMerchantRuss,"@GC_Positive please don't subtweet me like this, GC.",943331193684099072,GC_Positive,"Ye know, sliding into my DMs with a picture of your ass probably isn't the best ice breaker.",943331043419086852
878,BenzoBoomin,@MUT_Lucas Good subtweet!,943328651625541632,MUT_Lucas,So why do people quote tweet when replying to someone? Do they think they’re about to get rekt and need backup from their followers? Lmfao,943328391306076161
879,uncIick,@LastLazor im just making them for my family not for me asshole thanks the subtweet,943328106542194688,LastLazor,A fat person making Christmas cookies is like an old person digging a grave,943325725100204033
880,Lshear17,@victanner4 You don’t have to subtweet me I already know 🤷‍♀️,943324645125652480,victanner4,It’s crazy how one person can make you so happy,943321411627692033
881,ainsleyr12,@AlonnaMichelle You’re really gonna subtweet your grandma who’s husband just passed? Lol. Bye.,943324383980015617,AlonnaMichelle,"So you praise Reagan for tearing down a wall, yet praise Trump for building one🤔",943319243298361344
882,loonhoms,@grlwholvd is this a subtweet about me..............................................,943324021508198401,grlwholvd,people who use Goodreads like an actual social media platform are my favorite people,943322889159311360
883,ArthurFretheim,@kathbarbadoro Wow way to subtweet Stalin on his birthday,943322948152082432,kathbarbadoro,"Why hot guys always gotta be like ""hey how about I ruin this by growing a shitty little mustache""",943321018025857024
884,moondoggy_dogg,@rajandelman Sweet Pacman subtweet. Someone needs to take down that yellow drug addict.,943321656642093056,rajandelman,Imagine needing three separate ghosts to teach you a lesson,942624893509820416
885,JGoldsbie,@dlbno strong subtweet. we see you.,943319280552116224,dlbno,How do you mute a single thread?,943319091791589376
886,makenxiiee,@Roland_Howland @mykalii sooo if i tweet this will u subtweet me too https://t.co/O5XzXy23tU,943315933413638149,Roland_Howland,how lame/annoying do you gotta be to tweet a threat at yourself,943314455026393088
887,Brendann_,"@Helmandolla First off I don’t appreciate the subtweet you know where I stay pull up, second off I enjoy the name.",943315082267815936,Helmandolla,i’ve wasted too many good memes on too many ungrateful recipients 😪,943311558834315265
888,ohiosportsman22,@Kelly7976 I catch every subtweet,943314767837630464,Kelly7976,Why do girls find it necessary to post a snap story of their legs in the bath with a candle burning in the background every time they bathe,943312482864717824
889,jmart181,@julian_zeng Vicious @courtneyjacquin subtweet,943314186427355136,julian_zeng,I am officially worried about the Sixers,943311977782366208
890,Raulinthecut,@jorgeinthecutt is you tryna subtweet me,943313876547981312,jorgeinthecutt,My friends lowkey flex hard ..,943301968834985984
891,ComfyPilgrim,"@jenningsjaxfl smh, I thought you were better than to subtweet",943313190921764864,jenningsjaxfl,"Lads, macaroni salad and potato salad are whiggery in food form. Abjure!",943311340076191745
892,spxrklesplxsh,"@curbxstomps What we’re gonna do is @ people when we subtweet them like that.

@OfFemmeFatale, @cimorelliswift",943312899560431616,curbxstomps,"f a n
a 
n
             i'm so flattered.",943226008911646720
893,lexisloya,@MikeHaleee i felt this subtweet,943312617829003270,MikeHaleee,Isn’t it funny that we can have the most enlightening and beautiful conversations with complete strangers?,942989747156389889
894,rachel_nicolef,@surfing_burrito Is this a subtweet about @kianna__w,943311579461718016,surfing_burrito,"If you think positive the fairies will bring it to you

SHUT UP ABOUT FAIRIES THEY’RE NOT REAL",943220233480761344
895,ZekeBeatsWomen,@BenKnicks18 Why u gotta subtweet me,943308244763709440,BenKnicks18,Imagine being on twitter at 35-40 years old lmfao,943307688313786368
896,Yakultgif,@cazinorain One day I aspire to be on someone's subtweet and have it say something like this ^,943305724439904256,cazinorain,even though you cause me physical and emotional pain I luv u very much,943305395921027073
897,_CallumHemming,"@MooreYilmaz Im not gonna like ur fookin subtweet about ur subtweet about me, dad",943305423314178048,MooreYilmaz,Indirects are dangerous - u tweet about snakes and people pop up like wudup then youre lyk why you think it was you?🙁 snake 🐍,943304234275045376
898,austin_truex,@maddie_truex doggo says “don’t subtweet me” https://t.co/LWaT0XZlN8,943305140689424389,maddie_truex,can't stand people who are negative and grumpy around christmas time like how?? why??,943300680684658689
899,TJHannam10,@Conrad1693 Did you just subtweet about yourself?,943303134943866880,Conrad1693,Being good with kids is sooooo attractive,943225353136410624
900,stetsonheirigs,@LEEMAHperu this is a subtweet about me,943302838855372800,LEEMAHperu,I wouldn’t say I’m going to law school entirely because i want a winter break but this is my first year without one and I am not coping well,943186116668198912
901,youcrave_ays,@DukeBluePrince Sounds like a subtweet but that’s none of my business 🤔😂,943301645160665088,DukeBluePrince,Don’t ask for something if you know you not ready for it or you know you can’t handle it,943287494904303616
902,TessaNovak52,@mollynovak50 why would you subtweet me like this,943300712083152896,mollynovak50,can people stop being so insecure,943290725302784001
903,yepitslancaster,@TheWeirdTeacher .... is this a Keeler subtweet .... 😜,943297852327038976,TheWeirdTeacher,Do you think Santa is constantly telling his elves that kids today are asking for toys that haven't been invented yet?,943290779107082240
904,sequoiabreeze,@ArianKast your first tweet had to be a subtweet to me 🙄,943288337837719552,ArianKast,*retweets stuff on twitter but doesnt open your texts*,943288115178954752
905,cusack_troy,@mikeykaye_ If ur gonna subtweet me @ me,943287356320374784,mikeykaye_,Always remember actions speak louder than words,943280005609607170
906,tylahknight,@gualagmanjii Dont ever subtweet me like that again,943287091563192320,gualagmanjii,"You’re not lazy, you’re just unmotivated",943282167555207168
907,Alex_Stumpf,@big_and_dick don’t subtweet me,943286993458475009,big_and_dick,I was woke up this morning by fire truck sirens at 7am because some meth head hit a school bus,943286237317779456
908,A_Tasty_Sub,@NickyEnchilada Wow don’t subtweet @Liuwdere like this,943284629385211905,NickyEnchilada,Discipline: no shitposting until you finish writing your draft,943283333554847744
909,tswxxx,@haileyllarson is this a subtweet,943280250326274048,haileyllarson,i need an unmeasurable amount of me time,943280048748064769
910,Cpt_John_Riley,@stevesalaita This could be a subtweet of so many people but it particularly makes me think of @jonathanchait who i… https://t.co/MCzzXXRBJ8,943279887107833856,stevesalaita,"If ""both sides"" hate you, it doesn't necessarily mean you're reasonable.  It might mean you're an asshole who annoys everybody.",943267838948790272
911,abigailhalla,"@ReezyTV i'll ignore that typo for the sake of this positive subtweet @ me. you are fucking welcome bitch. also, yu… https://t.co/k1Ce4aKFVX",943278469542182920,ReezyTV,"There's so much more to music than lil whatever and yung dickhead
Listen to some artic money's.",943186564515028992
912,MaddyRitter,@katie_coffey62 @bailey_calkins Isn't even a subtweet,943277302225481729,bailey_calkins,you should really have to retake a driving test as an adult,943261558502764544
913,amorfayy,@__theyloveebrii 👀😂don't subtweet about me!,943274659390345216,__theyloveebrii,she’s so nosey . always asking questions😂,943272699387883520
914,Cliff_Pancakes,@sammy_wargo The amount of times you subtweet people is pathetic,943273148769820672,sammy_wargo,You are 25 years old so why are you making stuff up?? It's pathetic,943023389131853824
915,batpatched,@marcorubio Did you just subtweet yourself,943272755260280832,marcorubio,Better to be poor and walk in integrity than rich and crooked in one’s ways. Proverbs 19:1,943091610623070208
916,KathrineABoyer,@raquelbrolmes is this a subtweet,943272377395400705,raquelbrolmes,"White people from the midwest love mountain dew, this is a sociological fact",943252682810249216
917,LakenPulliam30,@josephmoya_2 subtweet towards @MorganCombs_24,943271349740605440,josephmoya_2,I honestly wish that someone who I used to talk to would HMU but... who knows,943268111595302913
918,Smackers41,@StephHousworth subtweet much? You fuckin bitch 😂,943270779562500098,StephHousworth,Do you ever meet someone and think they’re really cool and then find out that they like cilantro?,943213468433260544
919,caracoop3r,@pistilli97 that subtweet tho,943267330204635137,pistilli97,Snow tires on a civic don't turn it into a snowcat.. wake up,943220103545364480
920,HannGreenberg,@TheRealAnnaCamp This sounds like a subtweet and I am HERE for it,943265033492058112,TheRealAnnaCamp,To all party poopers: Stop rolling ur eyes and crossing ur arms...relax and let go a little! u might end up having a really good time 😎💩🎉✌🏻,943244238933975041
921,bohemiansquash,"@blackdebbie If my mom could subtweet, this would be it.",943264829044940801,blackdebbie,"Engineers, can’t live with em, can’t live without em!",942989452158361600
922,WilhelmMcG,@tvoti Is this a Moana subtweet,943262799794278400,tvoti,A woman’s heart is a deep ocean of secrets.,943262206770102272
923,hbg_az,@willmul5 Don’t leave our other convo and subtweet me about chaby raises lmao,943260919605399554,willmul5,Not talking about life .. talking about sports . I got a sweet ass raise today . Its all gravy over here,943257695100002304
924,95coffeespoons,"@rockedfaces @eutimioc2 You know me, always the subtweeter #subtweet #subtweetinasubtweet #subtweetception #orisit #nothing",943260257244950528,eutimioc2,question: is there a reason people dislike arrieta beyond that one post-election tweet? I may have missed something,943253739980275712
925,rach_mcdonnell8,@SitNasty2point0 The obvious subtweet did it lol,943257944875061248,SitNasty2point0,Why do women never let go of their crazy ex boyfriend?,943254234958573569
926,effgendernorms,@roserosered this is my fave subtweet ever thank u for vagueing me like this,943257585460924416,roserosered,gay culture is denim jackets that have big enough pockets to fit a copy of Carol in them,943218958316048384
927,EgoPenguin,@KINGFRANDER u ain’t gotta subtweet me like that homie😪,943251915722383360,KINGFRANDER,Man yall want the truth about aliens and ufos read behold a pale horse and leviathan 666 not twitter articles,943242772089393152
928,SooBruhh,@Tactic_aF @Rage__aF Never seen a person subtweet so much. Your @ button broke homie?,943251301005123584,Tactic_aF,Toxics bro. Kid's pushing 10 seconds and bitches about rotations smh.,943029344624103424
929,fletch_dawg,@aschreibzz @siegmeli this is straight up a subtweet,943247064749789185,aschreibzz,nothing is as heartwarming as when my former DWC chickens text me that they got into AU &lt;3,943240052200570883
930,SamuelDMiller,@GennHutchison An incredible subtweet,943244241777565696,GennHutchison,Today I learned that I am capable of holding a 20 year grudge.,943240778561630208
931,lunatic_josh,@pixelshitposts fuck you don’t subtweet me,943239736050712577,pixelshitposts,ya mcm scrobbles Youtube videos and doesn't delete said scrobbles,943233011272863744
932,Nochilllizz,@tiahnamikala Is she even worth a chance? If you have get their attention from a subtweet?🤭,943239302078660610,tiahnamikala,Here’s a concept: how about you actually give me a fucking chance 😊,943171109570187270
933,N_Rutsaert8324,@paultomkins13 Or subtweet your friends. That works too. 😂😂😂,943238745817567233,paultomkins13,"When in doubt, forget what you said or did. ✌️✌️",943238583221186560
934,jk65nene,@tanyaemery You should come back and subtweet this when you can tell us,943236012238688256,tanyaemery,I'm writing something that I'm so happy to be writing but I've never written one so I'm worried I'm doing it wrong but still. #cryptictweets,943227944733995010
